Ignore,Scene,Start,End,Caption
No,0,01:05:42.769,01:05:47.906,
No,0,01:05:48.316,01:05:52.661,
No,0,01:05:53.071,01:05:54.663,
No,0,01:05:55.073,01:06:00.543,
No,0,01:06:00.953,01:06:03.546,
No,0,01:06:03.956,01:06:07.425,
No,0,01:06:07.835,01:06:12.472,
No,0,01:06:12.882,01:06:16.768,
No,0,01:06:17.178,01:06:29.447,
No,0,01:06:29.857,01:06:35.036,
No,0,01:06:35.446,01:06:36.955,
No,0,01:06:37.365,01:06:38.915,
No,0,01:06:39.325,01:06:41.209,
No,0,01:06:41.619,01:06:43.795,
No,0,01:06:44.205,01:06:48.383,
No,0,01:06:48.793,01:06:51.594,
No,0,01:06:52.004,01:06:55.390,
No,0,01:06:55.800,01:06:57.475,
No,0,01:06:57.885,01:07:01.104,
No,0,01:07:01.514,01:07:03.064,
No,0,01:07:03.474,01:07:06.443,
No,0,01:07:06.853,01:07:17.120,
No,0,01:07:17.530,01:07:21.708,
No,0,01:07:22.118,01:07:28.548,
No,0,01:07:28.958,01:07:32.218,
No,0,01:07:32.628,01:07:34.304,
No,0,01:07:34.714,01:07:46.775,
No,0,01:07:47.185,01:07:48.193,
No,0,01:07:48.603,01:08:03.666,
No,0,01:08:04.076,01:08:05.210,
No,0,01:08:05.620,01:08:05.919,
No,0,01:08:06.329,01:08:08.963,
No,0,01:08:09.373,01:08:10.131,
No,0,01:08:10.541,01:08:11.549,
No,0,01:08:11.959,01:08:16.386,
No,0,01:08:16.796,01:08:33.446,
No,0,01:08:33.856,01:08:37.951,
No,0,01:08:38.361,01:08:50.880,
No,0,01:08:51.290,01:09:02.475,
No,0,01:09:02.885,01:09:04.435,
No,0,01:09:04.845,01:09:08.648,
No,0,01:09:09.058,01:09:14.487,
No,0,01:09:14.897,01:09:17.031,
No,0,01:09:17.441,01:09:20.326,
No,0,01:09:20.736,01:09:22.828,
No,0,01:09:23.238,01:09:27.917,
No,0,01:09:28.327,01:09:29.919,
No,0,01:09:30.329,01:09:40.471,
No,0,01:09:40.881,01:09:43.474,
No,0,01:09:43.884,01:09:45.310,
No,0,01:09:45.720,01:09:48.855,
No,0,01:09:49.265,01:10:02.368,
No,0,01:10:02.778,01:10:09.751,
No,0,01:10:10.161,01:10:13.546,
No,0,01:10:13.956,01:10:16.341,
No,0,01:10:16.751,01:10:19.802,
No,0,01:10:20.212,01:10:22.347,
No,0,01:10:22.757,01:10:32.106,
No,0,01:10:32.516,01:10:42.575,
No,0,01:10:42.985,01:11:00.176,
No,0,01:11:00.586,01:11:17.902,
No,0,01:11:18.312,01:11:22.740,
No,0,01:11:23.150,01:11:29.122,
No,0,01:11:29.532,01:11:30.623,
No,0,01:11:31.033,01:11:36.379,
No,0,01:11:36.789,01:11:37.630,
No,0,01:11:38.040,01:11:39.215,
No,0,01:11:39.625,01:11:40.341,
